age,mileage,engine_size,horsepower,fuel_type,transmission_type,number_of_doors,brand_reputation_score,accident_history,fuel_efficiency,price
17,434082,4,487,0,0,3,3,4,17,3970
16,447401,4,500,0,0,5,3,2,19,7434
26,405432,4,451,1,0,2,4,2,21,1000
16,418697,4,420,0,1,3,9,1,18,19484
15,421058,3,369,0,0,5,5,3,24,5331
18,287247,4,469,2,1,3,5,3,19,16986
27,776654,3,305,1,0,4,2,3,25,1000
6,172882,4,500,0,0,2,6,1,19,45837
20,313597,5,500,2,1,2,4,1,19,16841
22,370110,5,500,2,0,3,5,5,16,5540
32,732737,2,298,0,0,2,2,5,21,1000
21,365715,4,427,0,1,3,8,1,21,12743
30,1032651,2,247,2,0,4,4,5,28,1000
12,287381,5,500,0,0,3,3,3,15,22730
19,361784,4,474,1,0,4,6,0,14,16603
25,910516,3,348,0,1,5,4,4,24,1000
2,48005,3,305,2,0,4,5,0,24,47458
15,199499,3,345,2,1,3,8,4,27,22285
28,831220,5,500,0,1,2,5,4,16,1000
26,678193,2,265,0,1,2,7,5,31,1000
25,1018795,3,379,0,0,2,6,0,25,1000
33,340683,4,444,2,0,3,2,1,17,1000
26,628319,2,346,0,1,4,5,2,25,1000
16,400174,5,467,2,1,5,2,5,16,6426
8,163081,4,465,2,1,5,5,3,19,38840
20,740312,1,165,0,0,3,8,3,32,1000
27,831767,4,500,2,0,2,4,2,16,1000
13,288972,2,174,2,1,2,3,1,30,5677
19,452738,3,359,1,0,4,7,3,23,1300
20,411277,3,385,0,1,3,8,1,23,9410
15,416881,4,437,1,0,4,8,5,20,14071
1,22177,5,500,2,1,5,5,0,14,61932
8,217274,2,320,2,1,4,6,1,24,31012
13,294800,3,258,2,0,3,6,1,31,18326
18,410805,3,347,1,0,4,5,2,25,4954
2,38533,4,425,1,1,3,7,0,20,58206
12,340126,5,500,0,0,5,6,2,14,24995
22,638836,4,429,0,0,5,4,0,17,1000
1,20751,3,304,1,1,5,9,3,23,53140
21,96860,5,498,2,1,2,5,3,13,24129
1,25277,1,145,1,0,3,3,0,34,36017
15,452369,4,453,2,0,5,7,4,18,14925
6,220614,1,120,0,1,2,4,5,36,12511
3,78904,2,207,1,1,4,7,2,31,39566
11,173300,4,419,0,0,2,1,3,19,20096
24,709665,3,389,0,0,5,6,1,22,1000
10,306661,4,411,2,0,2,6,2,21,28176
21,477840,2,180,1,0,3,6,2,32,1000
18,506771,2,262,2,0,3,4,3,30,1000
5,108531,3,404,1,0,2,1,0,23,35784
4,135552,3,330,1,1,5,10,2,25,49316
7,180439,3,316,0,0,3,6,1,24,32190
20,513797,2,294,2,0,4,7,4,29,1000
15,517916,1,175,2,1,4,8,2,32,1000
6,149688,5,500,1,1,3,9,0,14,54148
6,93130,4,445,2,0,5,6,5,19,41609
1,24689,1,195,0,0,5,3,1,31,36049
18,598908,3,278,2,0,2,6,3,28,1000
0,0,5,474,2,0,5,5,2,19,60453
11,408011,3,405,0,1,2,5,0,21,18737
21,525210,3,290,0,1,4,5,4,27,1000
6,148124,1,109,1,1,3,5,0,33,24854
6,147107,5,500,1,1,3,3,1,12,41564
11,235829,1,177,2,0,5,5,1,34,14941
7,140750,1,195,0,0,4,8,2,30,28060
19,449638,4,477,1,1,4,5,0,23,12677
13,351548,4,387,1,1,2,5,0,19,20391
12,247078,5,491,2,1,4,6,3,17,32873
27,710698,2,268,1,0,2,2,0,29,1000
31,1077674,3,302,1,1,2,6,3,26,1000
13,399196,3,315,0,0,3,6,1,25,12329
16,343985,3,266,2,0,4,8,2,26,12552
5,52731,2,246,2,1,3,3,1,29,33212
34,446560,2,316,2,1,3,7,3,25,1000
28,462485,3,349,2,1,2,7,3,26,1000
2,56398,2,255,2,0,2,5,4,30,37763
2,57009,1,115,1,0,4,7,2,33,36196
22,481937,4,375,2,0,3,3,4,20,1000
16,473102,5,500,0,0,2,4,0,14,12118
24,376867,4,412,2,1,5,3,1,18,1000
0,0,2,296,2,0,2,9,4,29,54107
25,861344,4,487,1,0,3,4,5,21,1000
0,0,2,270,2,0,5,7,1,31,52953
16,349090,5,500,2,1,5,4,3,19,18191
34,961680,4,439,0,0,5,3,2,20,1000
12,191257,3,391,1,1,2,6,0,21,30585
11,301933,3,401,2,1,3,8,5,21,23184
9,301098,2,270,1,0,2,2,3,30,10544
19,717883,4,423,1,1,4,6,0,23,1000
11,106429,1,163,2,0,3,1,2,34,10952
29,488932,1,173,0,0,5,3,1,35,1000
0,0,4,412,1,0,3,3,4,21,47922
18,360203,4,480,2,1,3,5,1,19,16580
11,322594,2,187,1,0,3,5,0,32,11730
19,415991,3,309,1,1,2,5,2,24,1000
34,726566,4,416,0,0,5,4,3,17,1000
6,183603,5,461,1,1,5,2,0,19,38105
14,382423,3,310,0,1,5,4,5,22,1629
10,224868,4,415,0,0,2,7,0,20,34519
26,535775,3,359,2,0,4,6,4,23,1000
10,242075,4,397,2,1,5,3,4,21,22787
30,870993,2,167,2,1,2,6,2,34,1000
9,185535,1,170,1,1,2,4,2,30,16049
29,480371,4,500,1,0,5,9,3,17,1000
16,476326,3,253,1,1,2,6,1,27,2765
2,54279,1,152,1,1,4,6,3,36,35930
28,254621,2,219,2,1,3,3,3,31,1000
6,168001,2,256,2,1,3,4,0,29,30027
28,825186,2,336,1,1,5,6,4,27,1000
27,832491,1,206,2,0,2,4,1,33,1000
16,384579,3,317,1,0,3,2,0,28,3059
4,134421,2,231,1,1,4,9,4,31,36407
23,748771,5,500,0,1,2,0,5,14,1000
28,827708,5,500,0,1,3,5,4,14,1000
2,42528,2,316,1,1,3,5,0,28,47813
17,473534,4,464,1,1,2,7,3,18,11195
21,474063,4,413,1,1,5,2,1,24,1000
30,558038,4,500,1,0,2,8,1,19,1000
13,273286,2,285,1,1,3,2,5,27,2888
2,37404,2,270,1,1,3,5,3,27,39802
27,837604,2,298,2,0,5,6,1,27,1000
7,118848,2,309,2,1,2,6,5,28,29786
32,686677,4,446,2,1,3,6,3,23,1000
25,657656,2,268,2,0,5,8,4,26,1000
14,269746,5,500,1,1,2,5,5,12,21645
15,310894,2,231,0,1,4,2,4,30,1000
21,593179,4,440,2,0,4,5,1,21,1000
13,361813,3,376,2,0,2,7,5,23,16260
32,755776,2,141,2,0,4,2,0,30,1000
2,85829,1,200,2,0,2,7,2,35,39386
3,83362,2,196,1,1,2,3,4,32,26524
0,0,2,224,1,1,5,6,1,31,48764
31,683142,5,500,0,0,3,4,5,17,1000
2,27597,1,160,0,1,2,4,2,35,33067
11,209332,1,171,2,1,5,4,1,33,14952
16,220352,2,247,0,1,2,9,1,30,19402
16,353647,4,447,0,0,5,5,2,23,13407
19,201579,3,285,1,1,2,4,2,26,7395
24,528803,4,411,1,0,2,6,5,22,1000
29,928517,4,445,2,1,4,6,0,21,1000
23,525314,3,326,1,0,5,7,5,24,1000
12,372296,4,469,2,1,4,4,5,14,16740
17,366773,2,227,1,1,4,3,5,31,1000
22,697387,3,324,1,1,5,5,4,27,1000
17,483668,4,475,0,0,2,2,0,22,7045
20,564312,5,500,2,1,4,8,1,17,12448
0,0,3,397,1,1,5,3,5,24,46090
5,98946,3,309,0,0,3,3,1,26,32762
7,142842,4,435,0,0,3,5,4,21,36466
9,287567,1,177,0,1,5,7,1,31,17201
27,844396,3,390,2,0,3,7,4,23,1000
8,278480,4,322,1,1,4,7,5,22,24957
18,429185,4,500,2,0,5,7,3,17,14410
19,262486,3,326,2,0,2,7,1,25,15509
25,756913,4,373,0,1,4,5,1,23,1000
5,93587,3,340,0,0,2,7,0,27,45420
3,81285,4,407,1,1,5,6,5,21,43587
12,411441,4,373,1,0,4,6,3,24,14933
34,678406,5,500,1,0,3,8,5,13,1000
34,359700,5,500,0,0,3,6,4,16,1000
9,194144,3,386,1,1,4,6,3,22,31216
5,140609,4,500,2,1,5,8,1,17,55179
16,292196,3,296,1,1,4,4,2,23,8621
14,377644,3,429,0,0,5,8,1,25,21708
3,64087,2,267,2,1,3,5,4,26,36283
22,587370,2,239,0,1,4,3,2,29,1000
22,452473,2,297,0,0,3,7,1,29,1000
9,168864,5,500,2,1,5,3,4,18,34268
25,681965,1,189,2,1,5,6,1,30,1000
22,638461,1,156,2,0,2,4,4,34,1000
33,682878,4,378,0,1,5,8,1,22,1000
33,646745,3,360,2,1,5,2,5,22,1000
20,466143,2,287,0,0,2,5,2,25,1000
7,107162,2,263,1,1,5,5,3,32,28407
9,291337,2,250,2,0,2,8,5,34,20949
23,566152,5,495,1,0,2,3,3,15,1000
30,730717,5,500,1,1,5,3,0,18,1000
29,1080030,1,148,1,0,2,6,3,32,1000
24,549001,3,285,0,1,2,3,5,26,1000
27,726793,4,436,2,1,5,3,1,18,1000
30,574169,3,343,1,1,2,5,0,21,1000
24,733693,4,357,2,0,5,6,4,25,1000
30,846683,4,463,2,0,5,6,3,15,1000
8,199673,5,500,2,0,2,9,5,17,43542
21,730141,3,364,0,0,5,2,0,25,1000
19,456489,1,174,0,1,3,4,3,31,1000
2,62547,1,252,1,0,2,6,4,30,34842
20,519365,2,290,0,0,5,5,5,32,1000
29,141916,4,478,0,1,3,4,2,18,5105
19,329206,3,386,2,1,3,7,1,27,14521
28,654466,4,402,2,0,4,3,5,21,1000
8,196638,2,250,1,0,5,5,1,25,23602
7,172293,1,178,2,1,2,5,4,29,18825
17,441787,2,251,2,1,2,7,5,27,1000
7,185982,2,306,2,0,4,7,2,26,32404
28,879672,2,264,2,1,3,7,3,28,1000
33,569748,5,500,1,0,5,6,0,20,1000
0,0,2,265,2,0,3,5,1,22,48593
4,66511,3,341,1,1,2,5,1,23,42592
16,506278,2,213,1,1,4,8,3,31,1000
17,485048,3,275,0,0,3,7,0,22,2870
34,615658,3,247,1,0,2,4,2,28,1000
15,128333,5,500,2,1,4,6,3,16,34597
28,290333,3,368,2,0,2,3,4,25,1000
4,110204,5,500,2,0,3,6,0,18,56213
14,429965,2,241,1,0,3,6,3,30,2893
0,0,5,500,1,0,5,5,5,14,56827
20,357618,4,441,1,0,4,4,1,17,8888
33,1237836,1,184,0,0,3,5,0,33,1000
2,18969,4,466,0,0,2,1,4,20,42138
21,433103,4,480,1,0,2,3,2,19,1000
12,461745,2,216,0,0,5,3,1,30,1000
30,626586,4,409,1,1,2,5,0,19,1000
30,1114544,1,153,1,1,3,9,3,35,1000
23,547412,2,179,0,0,4,3,5,31,1000
32,249436,4,494,2,1,2,4,0,18,1000
13,247033,4,500,1,1,3,8,0,18,37625
2,48756,4,422,0,1,4,6,3,17,48589
32,875369,3,289,0,1,2,10,4,26,1000
8,108236,1,93,1,0,3,6,2,34,22047
24,299473,3,280,0,0,3,6,5,27,1000
14,538690,3,352,2,0,5,7,0,25,10168
2,45453,2,289,2,0,2,8,0,26,52726
28,505624,4,476,0,0,3,3,4,16,1000
13,279700,3,333,2,0,3,4,2,28,16165
0,0,3,309,2,0,3,4,1,27,48972
27,340421,4,392,0,1,5,5,1,22,1000
10,292960,3,365,0,0,4,3,3,22,16706
14,427707,4,442,1,0,4,6,4,18,12046
24,638481,1,105,0,0,3,3,4,37,1000
13,506360,3,285,0,0,2,4,5,29,1000
16,491963,1,187,0,0,3,4,1,38,1000
11,380650,3,287,1,0,4,6,1,27,16212
30,864076,2,194,1,1,5,7,5,34,1000
6,97060,4,467,2,0,5,6,5,20,42558
5,133288,2,285,1,0,3,4,1,28,32076
25,213804,4,396,2,1,3,6,0,21,11675
14,313303,3,349,0,0,5,9,4,24,17943
26,841337,4,500,0,1,3,9,0,14,1000
3,68418,1,198,2,0,4,5,2,31,34261
1,18007,3,382,2,0,2,4,5,22,44166
5,150994,3,334,1,0,2,6,0,27,40901
22,285084,3,299,1,1,2,7,5,23,1251
31,756357,3,375,2,1,3,5,2,25,1000
30,621332,5,500,1,1,5,4,2,18,1000
2,27204,1,208,2,1,4,4,5,34,34014
14,418290,3,298,2,0,2,5,0,29,10664
18,548437,1,188,0,0,2,3,1,30,1000
22,432671,3,382,1,1,2,5,0,21,1499
32,1061666,1,210,0,1,3,5,2,31,1000
33,1101240,2,228,0,1,4,7,0,27,1000
9,315593,3,371,0,1,5,5,5,22,18066
29,387248,2,311,0,1,4,5,1,27,1000
4,123605,4,431,2,0,3,2,4,17,35763
17,435534,5,500,1,0,3,10,4,14,19916
16,463456,2,223,1,1,3,5,3,32,1000
15,551725,4,481,0,0,2,4,1,12,5749
34,1129831,1,152,1,1,2,5,3,33,1000
20,575367,2,310,0,0,5,6,1,29,1000
27,846382,5,500,0,1,4,9,1,13,1000
13,354649,4,474,1,0,5,5,5,19,18003
21,355495,3,348,0,1,3,1,3,25,1000
29,724864,5,500,0,0,2,6,2,14,1000
15,478108,4,366,0,0,3,5,0,24,8463
30,667083,2,233,1,0,2,9,4,30,1000
31,645990,3,299,1,0,3,3,0,22,1000
25,643472,3,365,1,1,4,7,5,21,1000
8,267892,3,413,0,1,5,10,2,22,37764
20,591857,1,186,0,0,5,5,4,33,1000
11,216508,4,439,1,0,5,7,1,20,34740
7,72986,3,333,0,0,4,0,2,26,25398
24,768587,4,480,0,1,2,7,4,18,1000
14,286556,4,354,2,1,3,4,0,21,18883
3,54936,2,237,1,1,4,5,4,28,35873
11,196587,2,273,0,1,2,5,1,28,20316
20,475714,2,239,2,1,5,7,4,32,1000
17,406548,2,218,0,0,4,4,5,30,1000
1,18818,3,356,2,1,2,5,5,24,45498
26,591271,3,319,1,1,5,10,4,25,1000
4,131565,4,413,2,0,5,3,2,21,40198
4,84635,3,280,1,1,5,10,2,26,47114
0,0,4,462,1,0,3,7,4,19,59107
30,284670,4,411,2,0,3,6,2,21,1000
15,411986,1,210,0,0,5,2,5,33,1000
18,285876,3,265,0,1,3,7,4,28,5459
34,1080764,3,355,0,0,2,8,0,21,1000
7,116702,3,348,0,0,4,2,2,25,28301
10,312707,5,500,0,0,2,6,0,17,34674
0,0,5,500,0,1,2,6,3,14,60074
14,323867,3,271,2,1,5,2,5,28,2413
13,421151,2,195,2,0,3,3,0,32,2308
33,491794,4,500,1,1,5,5,0,21,1000
1,23706,1,152,1,0,4,1,1,32,30342
11,217558,3,323,2,0,5,2,0,25,19665
30,1020347,2,365,2,0,4,7,0,25,1000
27,734804,3,316,0,1,2,5,3,26,1000
20,246609,5,500,0,1,4,6,4,14,15657
4,77681,4,479,2,1,4,7,0,21,58420
26,855175,2,193,0,1,4,5,1,29,1000
17,562938,2,296,2,0,5,2,0,26,1000
26,815563,1,143,0,1,5,6,1,34,1000
15,340774,4,422,2,1,4,10,4,21,24644
18,460717,4,477,0,0,4,5,3,17,6156
29,900934,2,245,2,1,2,4,5,28,1000
4,89601,2,323,1,0,4,2,2,21,30737
16,283677,3,341,0,0,2,6,1,24,16617
28,555537,3,376,1,0,2,6,3,25,1000
28,377023,5,470,1,0,5,7,1,21,4192
26,712205,3,382,0,1,5,4,2,18,1000
29,449441,2,252,1,1,3,6,2,26,1000
7,158522,3,410,1,1,3,6,4,24,36008
30,573460,4,452,2,1,5,6,4,20,1000
8,194158,3,373,1,0,2,7,4,23,30863
6,139386,2,289,1,1,5,1,4,27,20641
18,370357,3,304,0,0,4,4,5,23,1000
4,90359,5,500,2,0,3,6,1,16,55185
23,682090,2,243,0,1,5,6,2,30,1000
14,324048,3,376,0,0,3,5,0,21,17619
10,140194,1,159,2,1,4,5,5,36,15465
29,553324,2,310,2,1,3,7,3,27,1000
3,65792,2,244,1,1,3,4,4,29,31807
5,159437,3,377,2,0,4,5,2,23,37538
20,460151,3,398,0,1,4,7,5,23,1000
13,340639,4,432,1,0,3,4,0,19,19279
26,549350,4,500,0,0,5,8,3,15,1000
29,860539,2,254,2,0,2,6,2,30,1000
2,49160,4,375,0,0,5,6,4,22,46430
2,35581,3,322,1,1,5,6,2,28,47992
22,748351,2,252,1,0,4,6,4,29,1000
3,71623,3,322,2,0,4,4,1,25,41542
15,303566,4,462,0,1,4,6,0,20,25785
16,287520,4,393,0,1,5,5,5,20,11116
19,472239,2,306,0,0,2,3,4,27,1000
32,1163767,4,459,1,0,2,1,5,16,1000
26,659366,4,406,1,1,3,4,4,18,1000
32,748508,5,500,1,1,3,4,1,16,1000
0,0,2,276,0,1,3,9,0,26,56978
12,495778,1,144,1,1,2,6,2,30,1000
30,660651,4,500,2,0,2,6,1,18,1000
24,368634,2,297,0,1,2,6,1,28,1000
16,124619,4,487,1,1,4,7,4,18,30636
34,1141599,4,388,0,1,3,8,5,21,1000
25,520646,4,451,0,1,4,3,4,19,1000
4,167641,2,203,1,1,2,5,0,31,32493
24,388081,1,192,1,1,3,6,3,33,1000
31,285545,1,142,0,1,4,2,2,35,1000
21,609057,5,478,1,0,4,6,0,17,2866
28,468345,4,500,0,1,5,4,1,17,1000
13,263921,1,165,1,1,2,4,3,35,5559
20,329961,4,470,1,1,2,4,3,17,10424
18,181880,3,355,2,0,3,8,0,26,25310
23,553549,4,455,1,0,4,4,2,18,1000
21,293836,4,500,1,1,5,0,5,15,1000
6,163013,4,350,2,1,4,6,2,22,39552
24,707585,3,392,0,0,5,5,3,23,1000
4,50325,4,461,0,0,3,5,3,17,47461
13,383062,1,194,1,1,5,7,4,34,4090
7,167128,5,464,1,1,2,5,1,17,41808
16,227848,3,342,0,0,5,3,0,27,13303
5,123346,2,185,1,0,4,4,4,29,22129
4,136242,2,256,2,1,5,8,5,24,36650
34,984870,5,500,1,0,5,3,5,20,1000
24,358749,2,228,2,1,3,5,0,27,1000
29,1145544,4,474,0,1,3,2,2,17,1000
4,128611,4,500,2,0,4,3,4,19,42264
10,178546,1,143,2,0,2,6,5,31,13968
2,66947,3,433,1,1,2,5,1,23,49892
26,521348,4,425,1,1,5,1,4,20,1000
24,336219,4,360,2,0,5,7,1,25,6775
25,810395,4,485,0,0,2,5,1,19,1000
17,514990,3,362,2,0,2,0,3,27,1000
4,117954,2,203,2,1,2,3,2,29,28938
26,160105,3,402,1,0,2,3,4,21,1000
3,73135,3,362,0,1,5,3,3,24,37769
25,465345,3,284,1,1,4,6,5,29,1000
10,203524,5,500,2,1,2,4,5,12,29661
5,137883,1,178,2,1,2,8,3,34,32027
31,852458,4,420,1,1,4,5,1,19,1000
13,358269,5,496,1,1,3,6,3,15,23673
3,87414,3,379,1,0,4,6,0,19,48034
21,757835,2,225,2,1,2,5,2,32,1000
29,899843,5,493,0,0,5,4,4,17,1000
33,940873,3,296,2,1,4,7,2,29,1000
29,585914,3,415,1,1,3,4,0,21,1000
1,33571,3,352,0,1,4,5,3,25,47847
16,314421,2,173,0,0,5,7,4,31,1000
13,333729,4,467,0,1,4,5,4,18,17876
18,756078,3,256,0,0,4,4,1,22,1000
29,1034240,3,334,2,0,3,6,5,22,1000
14,440999,2,202,2,0,4,7,2,32,5769
23,504555,2,258,2,0,5,4,0,30,1000
7,168872,3,311,1,1,3,5,3,26,29424
4,181179,3,392,2,0,4,6,5,24,37230
16,406541,4,448,1,0,2,7,2,20,16896
21,752391,2,291,2,1,2,6,1,33,1000
30,416475,3,309,0,1,4,3,2,25,1000
26,816106,1,178,0,0,4,4,1,32,1000
8,289860,2,312,2,1,5,7,1,27,29505
24,674023,1,212,0,1,2,6,2,35,1000
27,767005,2,204,0,1,2,6,0,31,1000
30,1041280,1,215,2,1,3,2,1,29,1000
31,728912,2,288,2,0,4,4,4,29,1000
13,332891,3,332,1,1,4,3,1,22,11646
7,41399,2,198,2,0,4,6,0,28,35105
0,0,3,274,0,0,4,8,0,26,55464
32,599969,3,358,2,0,4,5,2,20,1000
26,407476,4,500,0,0,5,4,1,13,1000
5,20642,3,348,1,1,3,4,1,26,41944
26,605678,2,269,2,0,2,3,2,27,1000
5,154539,3,291,1,1,2,3,0,28,34286
18,491206,5,476,0,0,2,4,3,20,4737
22,702859,3,365,2,0,5,5,5,20,1000
29,758718,5,493,2,0,4,6,3,14,1000
30,699885,2,219,0,1,3,6,1,27,1000
3,64252,4,489,0,1,4,5,2,21,51002
4,68300,3,394,2,0,3,5,3,21,42772
32,1038638,2,241,0,1,4,7,0,31,1000
11,353953,4,471,1,0,5,6,5,17,22919
8,132082,3,373,1,0,3,7,3,24,33991
1,13926,2,329,0,1,5,5,3,26,45119
29,194141,3,280,1,0,2,7,2,26,1000
27,609002,5,494,2,1,2,3,0,14,1000
2,35818,3,410,2,0,2,6,5,16,47943
13,253290,3,294,1,1,2,9,0,25,25919
29,318759,2,283,2,0,5,6,2,30,1000
12,392619,1,157,0,1,2,9,5,34,6594
23,457867,4,401,0,1,2,1,1,21,1000
9,210079,1,189,2,1,4,5,0,33,21266
6,112359,2,311,0,0,4,2,2,30,26637
15,438253,3,355,1,0,4,5,3,22,5140
18,507050,5,498,0,0,3,2,1,15,2896
21,539415,5,500,0,1,2,5,4,16,1000
9,231328,4,435,1,1,5,6,2,21,35674
9,205268,5,459,1,0,5,5,1,15,35964
21,859577,2,252,2,1,3,2,5,28,1000
29,593196,3,312,1,1,4,3,1,26,1000
25,357869,3,296,1,0,5,6,5,20,1000
25,1069880,3,367,0,0,4,5,3,26,1000
1,26098,3,470,1,1,2,7,0,21,60458
13,419346,1,167,2,1,2,6,3,34,1510
20,376355,3,311,1,0,4,9,2,26,7578
16,489717,2,287,0,0,3,3,3,23,1000
22,707705,5,500,1,1,2,3,2,20,1000
11,357657,3,431,0,0,2,5,0,22,23036
20,604623,2,258,0,1,4,6,3,26,1000
16,460719,2,253,2,1,5,6,2,34,1000
20,586956,2,283,0,1,4,9,0,27,1000
34,321880,1,164,1,1,3,7,3,33,1000
14,161168,2,225,2,1,3,7,5,31,15414
3,60151,5,500,1,1,4,5,2,16,54567
0,0,5,473,1,1,5,5,0,19,63177
1,28128,5,500,0,1,4,5,0,14,60197
15,261510,5,500,2,0,3,2,1,21,22961
24,470620,2,277,0,0,2,6,4,29,1000
27,472763,4,420,1,0,4,1,5,21,1000
22,160764,4,500,2,0,2,3,5,15,11304
19,499213,4,425,1,0,3,5,4,21,1000
29,428807,3,339,0,1,2,6,2,25,1000
17,271777,1,161,2,1,4,7,3,36,5869
3,67555,4,486,2,0,3,3,2,18,48602
8,277648,3,340,2,0,5,2,4,26,17841
29,656615,4,481,1,0,5,4,2,21,1000
29,426675,2,200,0,0,5,4,2,31,1000
8,265173,2,310,2,1,3,4,0,26,26047
9,228926,4,483,1,0,2,6,1,17,37221
32,1218688,3,379,2,1,3,5,0,25,1000
5,186465,2,282,2,0,5,6,3,27,31432
33,1108047,2,273,0,1,2,3,5,29,1000
22,725068,5,500,2,0,3,6,5,16,1000
17,276844,1,194,1,1,3,5,3,35,1000
28,622005,4,469,1,1,5,8,4,18,1000
18,245145,4,500,0,0,5,5,0,19,24457
13,375114,3,338,0,0,3,5,0,25,12236
25,785462,2,190,0,1,2,6,2,30,1000
25,574704,2,229,1,1,5,5,3,28,1000
26,635458,4,375,0,1,5,2,2,22,1000
5,187930,4,484,0,0,4,5,5,15,35109
20,509902,5,500,2,1,5,4,3,13,2417
13,423407,5,500,2,1,4,5,5,18,18231
6,124217,4,493,2,0,3,6,1,18,48092
17,533555,5,500,2,1,3,4,0,16,10087
34,744608,3,314,1,1,2,1,4,22,1000
27,1044222,3,439,1,1,2,9,5,19,1000
33,1139142,3,372,1,1,4,5,2,25,1000
17,392092,3,300,1,1,4,4,2,27,2782
8,291116,2,242,2,0,4,4,5,28,13264
12,350686,2,238,0,0,2,5,2,30,8486
14,401803,4,422,1,1,5,6,0,23,20059
24,435218,2,303,1,1,4,2,4,30,1000
5,143823,2,242,0,0,2,4,2,29,26260
5,131275,1,202,2,1,2,6,1,30,32667
27,820622,1,165,0,0,2,7,3,38,1000
1,27913,4,450,1,1,3,5,3,18,52183
10,212041,3,406,2,1,5,7,0,26,36616
5,122430,5,500,0,1,5,9,2,15,54560
10,216265,2,278,0,1,5,4,2,32,19985
3,78077,1,215,0,1,2,1,2,30,23291
20,595337,2,277,2,0,2,7,1,24,1000
12,394737,3,390,0,1,3,6,2,22,17887
25,548947,4,500,0,0,5,3,5,19,1000
19,398285,3,283,1,0,5,5,2,26,1000
23,293365,2,233,1,1,3,7,0,29,1987
23,547173,4,366,2,0,5,5,3,19,1000
23,407992,4,500,2,1,5,10,2,18,15772
12,230760,2,216,0,0,3,9,0,31,25008
0,0,4,480,1,1,2,4,2,21,56473
7,252727,3,348,1,1,5,4,0,25,30148
34,1078224,1,162,2,1,4,1,0,31,1000
27,854951,1,224,1,1,3,5,2,32,1000
24,708226,3,352,2,1,4,4,3,25,1000
17,259084,2,308,1,0,3,9,2,27,17184
3,66004,2,279,2,0,4,2,5,31,29381
12,255224,4,500,0,1,5,6,5,18,26939
16,489625,3,289,1,1,5,6,1,25,3424
19,533918,3,382,0,0,3,7,4,21,1000
33,1049045,2,230,0,0,5,6,3,24,1000
33,712118,4,490,1,1,3,0,0,18,1000
1,14159,1,207,2,0,2,7,4,31,41996
34,1051708,2,238,1,0,5,1,5,32,1000
21,585784,3,319,2,0,3,8,1,30,1000
14,507946,2,274,2,1,2,0,0,28,1000
29,1181380,1,206,1,0,3,7,4,29,1000
5,133321,2,268,1,0,5,4,4,30,25757
16,434502,1,179,1,0,5,2,5,31,1000
14,308423,3,391,1,0,3,5,3,19,13887
9,264614,3,370,0,0,4,6,1,22,27669
25,770091,4,498,1,0,2,5,2,16,1000
12,298780,4,472,0,0,5,4,0,19,25833
25,808662,4,464,0,1,4,3,2,19,1000
1,25119,4,389,2,1,4,6,3,19,51890
27,666297,4,426,0,1,3,6,5,17,1000
1,35351,2,276,1,0,2,5,4,27,39728
17,555623,2,267,0,1,3,7,5,27,1000
14,414151,2,271,1,0,3,5,3,28,1525
24,764984,3,378,1,0,4,5,1,20,1000
24,685159,5,500,2,1,4,8,5,15,1000
19,356319,3,263,1,1,3,2,5,29,1000
18,464299,2,209,2,0,3,4,4,30,1000
23,178306,3,324,0,1,4,6,3,27,5251
34,596133,1,154,1,0,3,8,5,33,1000
3,74080,4,398,0,0,4,4,1,21,44191
17,382448,2,285,2,1,5,5,3,28,3026
25,499929,3,362,2,1,2,7,4,24,1000
12,256430,3,401,0,0,4,3,5,23,14659
34,384324,4,415,2,1,3,6,1,26,1000
16,262982,3,323,0,0,3,4,1,27,11865
20,612515,3,297,0,1,3,4,1,23,1000
1,30948,3,385,0,0,4,3,1,27,45539
9,238093,3,345,1,1,5,2,5,27,14646
22,179411,3,332,2,1,3,8,4,22,12381
23,720208,4,477,2,0,5,4,4,17,1000
0,0,3,303,2,0,4,6,3,28,51833
19,379670,4,484,1,0,2,3,1,15,9552
7,91134,1,174,1,1,4,4,3,33,22976
28,642376,1,174,0,0,2,7,5,29,1000
14,249457,2,275,1,1,3,6,2,27,15982
9,203288,4,373,2,1,5,3,1,22,29123
19,514117,1,202,1,0,2,6,1,36,1000
16,226627,3,363,2,0,4,4,4,25,13080
6,98301,4,464,2,1,2,3,0,19,45538
1,22728,3,287,0,1,3,9,3,26,51068
20,509552,3,336,2,0,4,8,2,24,1000
0,0,2,240,2,1,3,6,3,34,47125
11,316153,3,364,2,1,2,5,0,26,23875
30,871774,4,500,2,0,3,3,5,19,1000
7,230286,3,359,0,0,5,6,0,22,33247
12,443819,5,465,1,0,5,3,3,19,14910
29,684486,3,423,2,0,2,5,0,22,1000
19,672602,2,297,0,0,4,7,5,25,1000
0,0,5,500,0,0,3,8,1,14,66302
28,834148,2,241,1,0,5,3,1,30,1000
9,262604,5,500,0,1,2,3,0,14,32287
31,627078,5,500,1,1,2,7,5,18,1000
29,1016047,3,332,0,1,3,7,4,22,1000
32,360693,3,382,2,0,3,8,0,23,1000
28,595482,3,382,2,1,2,6,5,27,1000
11,73026,2,262,0,1,5,9,5,32,28840
25,427520,3,333,2,1,4,5,3,24,1000
32,360694,3,370,1,1,2,9,2,23,1000
34,1162365,2,260,0,1,5,5,5,25,1000
